10,,,EXCITED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMMEDIATE,,,,,,,,,,,,RIDER,,,,RIDER,,SOW,,SUBWAY,,VEHICLE,RIDER,,,,,,,RIDER,,,,,,,,,,,,,,,,,,PITY,,,,,,,,,,BASEBALL,SOCCER,,SOCCER,,GLOVE,,SPORT,,,,,BASEBALL,,SOCCER,GLOVE,SPORT,,,,,,,,,,,,,,,,,,,BUILD,,,,,,,,,,,JUG,,,,,,,,,RIDER,,,,,SOW,,,REFRIGERATOR,,YUMMY,,,,REFRIGERATOR,,YUMMY,,,,,,,SCARCITY,LEAST,,,,,,,,,,,,,,,,,,
11,,,WORRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPULSE,,,,,,,,,,,,BARN,,,,BARN,,FARMER,,AUTO,,TRANSPORTATION,BARN,,,,,,,BARN,,,,,,,,,,,,,,,,,,DENIAL,,,,,,,,,,SOFTBALL,CATCHER,,,,SOFTBALL,,ACTIVITY,,,,,SOFTBALL,,CATCHER,SOFTBALL,ACTIVITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRINK,,,,,,,,,BARN,,,,,FARMER,,,DEFROST,,DOUGHNUT,,,,DEFROST,,DOUGHNUT,,,,,,,SCARCE,MOST,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QUICK,,,,,,,,,,,,,,,,,,PASTURE,,CAB,,RIDER,,,,,,,,,,,,,,,,,,,,,,,,,,IRRITATE,,,,,,,,,,ACTIVITY,RACQUETBALL,,,,RACKET,,ACTIVE,,,,,ACTIVITY,,RACQUETBALL,RACKET,ACTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOOZE,,,,,,,,,,,,,,PASTURE,,,KETTLE,,BAKE,,,,KETTLE,,BAKE,,,,,,,FEW,ENOUGH,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HURRY,,,,,,,,,,,,,,,,,,HAYSTACK,,RIDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAD,,,,,,,,,,SOCCER,ATHLETIC,,,,SOCCER,,SOCCER,,,,,SOCCER,,ATHLETIC,SOCCER,SOCCER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INTOXICATE,,,,,,,,,,,,,,HAYSTACK,,,PAN,,PAN,,,,PAN,,PAN,,,,,,,,MINIMUM,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPONTANEOUS,,,,,,,,,,,,,,,,,,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BANDIT,,,,,,,,,,FOOTBALL,ATHLETE,,,,BASKETBALL,,FOOTBALL,,,,,FOOTBALL,,ATHLETE,BASKETBALL,FOOTBALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONTAINER,,,,,,,,,,,,,,SHEEP,,,BROIL,,GRAVY,,,,BROIL,,GRAVY,,,,,,,,LOT,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HUSTLE,,,,,,,,,,,,,,,,,,HOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROOK,,,,,,,,,,,FOOTBALL,,,,FOOTBALL,,,,,,,,,FOOTBALL,FOOTBALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INEBRIATED,,,,,,,,,,,,,,HOE,,,SKILLET,,CLAM,,,,SKILLET,,CLAM,,,,,,,,SCARCE,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CROPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DECENCY,,,,,,,,,,,GLOVE,,,,,,,,,,,,,GLOVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VODKA,,,,,,,,,,,,,,CROPS,,,QUIVER,,DESSERT,,,,QUIVER,,DESSERT,,,,,,,,SEVERAL,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLICEMAN,,,,,,,,,,,PLAYER,,,,,,,,,,,,,PLAYER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHISKEY,,,,,,,,,,,,,,CORN,,,GOURMET,,PIE,,,,GOURMET,,PIE,,,,,,,,NUMEROUS,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GANGSTER,,,,,,,,,,,REFEREE,,,,,,,,,,,,,REFEREE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRANDY,,,,,,,,,,,,,,RANCH,,,RECIPE,,SHRIMP,,,,RECIPE,,SHRIMP,,,,,,,,FEW,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OATMEAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRITIC,,,,,,,,,,,GYMNASTICS,,,,,,,,,,,,,GYMNASTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIN,,,,,,,,,,,,,,OATMEAL,,,BAKER,,OMELET,,,,BAKER,,OMELET,,,,,,,,MORE,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PITCHFORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VICTIM,,,,,,,,,,,SOFTBALL,,,,,,,,,,,,,SOFTBALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUM,,,,,,,,,,,,,,PITCHFORK,,,FREEZER,,SCALLOP,,,,FREEZER,,SCALLOP,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLAIM,,,,,,,,,,,RACKET,,,,,,,,,,,,,RACKET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAVERN,,,,,,,,,,,,,,HAY,,,FREEZE,,COBBLER,,,,FREEZE,,COBBLER,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUT DOWN,,,,,,,,,,,LEAGUE,,,,,,,,,,,,,LEAGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALE,,,,,,,,,,,,,,EWE,,,SHUTTER,,REFRIGERATOR,,,,SHUTTER,,REFRIGERATOR,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEREAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTLAW,,,,,,,,,,,COACH,,,,,,,,,,,,,COACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PUB,,,,,,,,,,,,,,CEREAL,,,COOK,,DELICIOUS,,,,COOK,,DELICIOUS,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNLAWFUL,,,,,,,,,,,VOLLEYBALL,,,,,,,,,,,,,VOLLEYBALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEER,,,,,,,,,,,,,,HERD,,,FRY,,CAKE,,,,FRY,,CAKE,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INMATE,,,,,,,,,,,SPORTS,,,,,,,,,,,,,SPORTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOTTLE,,,,,,,,,,,,,,LAMB,,,FRIED,,LOBSTER,,,,FRIED,,LOBSTER,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAD,,,,,,,,,,,OLYMPICS,,,,,,,,,,,,,OLYMPICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOBER,,,,,,,,,,,,,,PLOW,,,BAKED,,SKILLET,,,,BAKED,,SKILLET,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHEAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JUDGE,,,,,,,,,,,ACROBAT,,,,,,,,,,,,,ACROBAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SALOON,,,,,,,,,,,,,,WHEAT,,,MIXTURE,,EAT,,,,MIXTURE,,EAT,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLAIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCOTCH,,,,,,,,,,,,,,OATS,,,FROZEN,,CRUMB,,,,FROZEN,,CRUMB,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGRICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRIMINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINE,,,,,,,,,,,,,,AGRICULTURE,,,STOVE,,FOOD,,,,STOVE,,FOOD,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONCERN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOAT,,,MELT,,BAKER,,,,MELT,,BAKER,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAPTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRAW,,,SHIVER,,GOURMET,,,,SHIVER,,GOURMET,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATTORNEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVEST,,,COOKBOOK,,FREEZER,,,,COOKBOOK,,FREEZER,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMPATHY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRAN,,,BOIL,,WAFFLES,,,,BOIL,,WAFFLES,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JURY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILL,,BAGEL,,,,CHILL,,BAGEL,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REGRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JELLO,,,,,,JELLO,,,,,,,,,,,,,,,,,,,,,,,,,,
